supplier_name,supplier_sku,supplier_product_name,target,host_species,reactivity,application,clone,conjugate,size,size_unit,price_usd,currency,availability_status,lead_time_days,datasheet_id,ruo_flag,description
BioAxis,BA-85526,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,424.24,USD,In Stock,6,GEN-69262,Y,PE conjugated variant for human samples
CytoNova,CN-17315,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,158.54,USD,In Stock,8,GEN-52194,Y,Carrier free recombinant human IL-2
CytoNova,CN-69883,HeLa Cell Lysate,,,Human,WB,,,100,ug,113.62,USD,Discontinued,0,GEN-75827,Y,Whole cell lysate from HeLa line
CytoNova,CN-31006,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,476.01,USD,In Stock,12,GEN-14405,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-13954,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,581.66,USD,In Stock,12,GEN-29682,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-34293,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,489.36,USD,In Stock,6,GEN-63567,Y,PE conjugated variant for human samples
BioAxis,GEN-21500,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2142.49,USD,In Stock,7,GEN-22052,Y,"Same clone, larger pack size"
LabVeritas,LV-21719,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,211.63,USD,In Stock,5,GEN-68111,Y,Colorimetric protein quantification kit
LabVeritas,LV-59285,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,194.98,USD,In Stock,5,GEN-27458,Y,Colorimetric protein quantification kit
BioAxis,BA-28644,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,430.96,USD,In Stock,6,GEN-38106,Y,PE conjugated variant for human samples
BioAxis,BA-13319,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,536.55,USD,In Stock,6,GEN-39386,Y,PE conjugated variant for human samples
BioAxis,GEN-89696,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1501.83,USD,In Stock,7,GEN-29982,Y,"Same clone, larger pack size"
CytoNova,CN-40259,HeLa Cell Lysate,,,Human,WB,,,100,ug,129.50,USD,Discontinued,0,GEN-61082,Y,Whole cell lysate from HeLa line
CytoNova,CN-15598,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,548.34,USD,In Stock,12,GEN-97032,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-18625,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,135.39,USD,In Stock,8,GEN-43788,Y,Carrier free recombinant human IL-2
LabVeritas,LV-20365,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,232.51,USD,In Stock,3,GEN-42477,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-49739,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,433.62,USD,In Stock,5,GEN-47033,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-43611,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,159.47,USD,In Stock,8,GEN-57999,Y,Carrier free recombinant human IL-2
BioAxis,BA-61973,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,801.29,USD,In Stock,2,GEN-93347,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-31452,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,196.51,USD,In Stock,5,GEN-38518,Y,Colorimetric protein quantification kit
CytoNova,CN-97115,HeLa Cell Lysate,,,Human,WB,,,100,ug,148.42,USD,Discontinued,0,GEN-26927,Y,Whole cell lysate from HeLa line
BioAxis,BA-18308,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,439.03,USD,In Stock,5,GEN-19538,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-11115,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,442.18,USD,In Stock,5,GEN-38810,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-48850,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,372.20,USD,In Stock,5,GEN-84372,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-32998,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,353.42,USD,In Stock,4,GEN-93351,Y,Flow cytometry reagent for whole blood
BioAxis,GEN-74145,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1472.20,USD,In Stock,7,GEN-49976,Y,"Same clone, larger pack size"
CytoNova,CN-89210,HeLa Cell Lysate,,,Human,WB,,,100,ug,121.05,USD,Discontinued,0,GEN-61380,Y,Whole cell lysate from HeLa line
CytoNova,CN-95946,HeLa Cell Lysate,,,Human,WB,,,100,ug,135.64,USD,Discontinued,0,GEN-73797,Y,Whole cell lysate from HeLa line
LabVeritas,LV-27991,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,209.81,USD,In Stock,5,GEN-26804,Y,Colorimetric protein quantification kit
BioAxis,BA-43151,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,391.02,USD,In Stock,5,GEN-88391,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-86683,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,381.01,USD,In Stock,6,GEN-98941,Y,PE conjugated variant for human samples
BioAxis,BA-40089,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,515.47,USD,In Stock,6,GEN-43817,Y,PE conjugated variant for human samples
BioAxis,GEN-20682,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1572.64,USD,In Stock,7,GEN-92470,Y,"Same clone, larger pack size"
CytoNova,CN-57932,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,164.01,USD,In Stock,8,GEN-45706,Y,Carrier free recombinant human IL-2
BioAxis,GEN-53960,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1552.43,USD,In Stock,7,GEN-41070,Y,"Same clone, larger pack size"
BioAxis,BA-84737,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,788.68,USD,In Stock,2,GEN-87045,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-57783,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,188.11,USD,In Stock,5,GEN-22994,Y,Colorimetric protein quantification kit
BioAxis,BA-84859,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,486.27,USD,In Stock,5,GEN-72727,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-36909,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,195.15,USD,In Stock,5,GEN-60159,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-37533,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,239.30,USD,Low Stock,9,GEN-54647,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-20963,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,475.47,USD,In Stock,6,GEN-24109,Y,PE conjugated variant for human samples
ImmunoPeak,IP-89485,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,337.91,USD,In Stock,4,GEN-85523,Y,Flow cytometry reagent for whole blood
BioAxis,BA-52239,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,440.78,USD,In Stock,5,GEN-33525,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-34796,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,434.93,USD,In Stock,12,GEN-69551,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-91558,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,233.67,USD,In Stock,3,GEN-12016,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-61294,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,506.32,USD,Backorder,21,GEN-14550,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-19028,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,310.78,USD,In Stock,4,GEN-48544,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-28565,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,221.83,USD,In Stock,5,GEN-98575,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-44075,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,331.47,USD,Low Stock,9,GEN-53636,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-80070,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,167.95,USD,In Stock,5,GEN-14747,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-19936,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,298.22,USD,In Stock,4,GEN-71351,Y,Flow cytometry reagent for whole blood
ImmunoPeak,IP-93160,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,243.03,USD,Low Stock,9,GEN-35281,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-61423,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,164.27,USD,In Stock,8,GEN-54000,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-71767,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,301.32,USD,In Stock,4,GEN-31851,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-25130,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,164.83,USD,In Stock,5,GEN-31531,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-71175,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,386.13,USD,In Stock,4,GEN-28927,Y,Flow cytometry reagent for whole blood
BioAxis,GEN-24476,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1467.55,USD,In Stock,7,GEN-41026,Y,"Same clone, larger pack size"
BioAxis,BA-37022,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,512.47,USD,In Stock,6,GEN-77947,Y,PE conjugated variant for human samples
BioAxis,BA-89654,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,367.62,USD,In Stock,5,GEN-34151,Y,Validated for flow cytometry on human PBMC samples
BioAxis,GEN-63317,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1806.37,USD,In Stock,7,GEN-59929,Y,"Same clone, larger pack size"
LabVeritas,LV-84499,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,204.20,USD,In Stock,3,GEN-48941,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-58282,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1503.23,USD,In Stock,7,GEN-23284,Y,"Same clone, larger pack size"
LabVeritas,LV-82830,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,201.66,USD,In Stock,3,GEN-52515,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-75941,HeLa Cell Lysate,,,Human,WB,,,100,ug,133.30,USD,Discontinued,0,GEN-87370,Y,Whole cell lysate from HeLa line
CytoNova,CN-24470,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,477.23,USD,Backorder,21,GEN-69241,N,Diagnostic use labeling under evaluation
CytoNova,CN-98810,HeLa Cell Lysate,,,Human,WB,,,100,ug,108.47,USD,Discontinued,0,GEN-40398,Y,Whole cell lysate from HeLa line
CytoNova,CN-78645,HeLa Cell Lysate,,,Human,WB,,,100,ug,108.29,USD,Discontinued,0,GEN-52262,Y,Whole cell lysate from HeLa line
LabVeritas,LV-19666,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,226.72,USD,In Stock,5,GEN-18417,Y,Colorimetric protein quantification kit
BioAxis,BA-76324,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,618.30,USD,In Stock,2,GEN-26281,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-67096,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,611.25,USD,In Stock,2,GEN-79723,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-41537,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,777.87,USD,In Stock,2,GEN-92884,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-78456,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,475.49,USD,In Stock,12,GEN-74116,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-39947,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,292.20,USD,Low Stock,9,GEN-40820,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-24598,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,342.46,USD,Low Stock,9,GEN-74992,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-75687,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,192.28,USD,In Stock,3,GEN-84293,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-59689,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,241.47,USD,In Stock,3,GEN-43398,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-58695,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,495.83,USD,In Stock,6,GEN-70935,Y,PE conjugated variant for human samples
BioAxis,BA-97714,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,557.42,USD,In Stock,6,GEN-18256,Y,PE conjugated variant for human samples
BioAxis,BA-37091,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,618.29,USD,In Stock,2,GEN-13314,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-90610,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,395.54,USD,In Stock,5,GEN-59779,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-48013,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,550.10,USD,In Stock,6,GEN-67829,Y,PE conjugated variant for human samples
BioAxis,GEN-44407,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2002.77,USD,In Stock,7,GEN-54084,Y,"Same clone, larger pack size"
BioAxis,BA-87020,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,513.24,USD,In Stock,6,GEN-70482,Y,PE conjugated variant for human samples
ImmunoPeak,IP-82204,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,287.41,USD,Low Stock,9,GEN-59525,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-17140,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,426.02,USD,In Stock,5,GEN-74701,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-59259,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,160.17,USD,In Stock,5,GEN-84931,Y,Colorimetric protein quantification kit
CytoNova,CN-49980,HeLa Cell Lysate,,,Human,WB,,,100,ug,130.70,USD,Discontinued,0,GEN-35054,Y,Whole cell lysate from HeLa line
CytoNova,CN-93920,HeLa Cell Lysate,,,Human,WB,,,100,ug,115.22,USD,Discontinued,0,GEN-34075,Y,Whole cell lysate from HeLa line
CytoNova,CN-88890,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,137.68,USD,In Stock,8,GEN-37784,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-18507,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,324.94,USD,In Stock,4,GEN-83085,Y,Flow cytometry reagent for whole blood
BioAxis,BA-56502,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,474.03,USD,In Stock,5,GEN-53475,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-63706,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,546.09,USD,Backorder,21,GEN-25167,N,Diagnostic use labeling under evaluation
BioAxis,BA-53889,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,738.02,USD,In Stock,2,GEN-24268,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-88368,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,384.87,USD,In Stock,4,GEN-92033,Y,Flow cytometry reagent for whole blood
CytoNova,CN-86797,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,527.57,USD,In Stock,12,GEN-11723,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-61226,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,536.85,USD,In Stock,6,GEN-31940,Y,PE conjugated variant for human samples
ImmunoPeak,IP-19501,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,318.94,USD,Low Stock,9,GEN-17315,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-67386,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,603.83,USD,In Stock,12,GEN-57440,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-34873,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,275.45,USD,Low Stock,9,GEN-43592,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-95497,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,608.96,USD,In Stock,2,GEN-22227,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-66769,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,218.24,USD,In Stock,5,GEN-11998,Y,Colorimetric protein quantification kit
CytoNova,CN-34131,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,139.15,USD,In Stock,8,GEN-83495,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-33880,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,251.61,USD,Low Stock,9,GEN-81452,Y,Unconjugated format for secondary antibody workflows
BioAxis,GEN-40937,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1611.88,USD,In Stock,7,GEN-15608,Y,"Same clone, larger pack size"
LabVeritas,LV-39664,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,192.63,USD,In Stock,5,GEN-19930,Y,Colorimetric protein quantification kit
BioAxis,BA-79318,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,399.15,USD,In Stock,5,GEN-30793,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-34676,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,179.32,USD,In Stock,5,GEN-26655,Y,Colorimetric protein quantification kit
CytoNova,CN-93994,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,446.50,USD,In Stock,12,GEN-99539,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-92229,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,278.83,USD,Low Stock,9,GEN-47978,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-20468,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,123.98,USD,In Stock,8,GEN-45957,Y,Carrier free recombinant human IL-2
CytoNova,CN-24679,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,165.58,USD,In Stock,8,GEN-93104,Y,Carrier free recombinant human IL-2
LabVeritas,LV-10917,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,162.14,USD,In Stock,5,GEN-92039,Y,Colorimetric protein quantification kit
BioAxis,BA-19527,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,451.28,USD,In Stock,5,GEN-54698,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-62241,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,507.33,USD,In Stock,12,GEN-23582,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-91885,HeLa Cell Lysate,,,Human,WB,,,100,ug,107.22,USD,Discontinued,0,GEN-35407,Y,Whole cell lysate from HeLa line
CytoNova,CN-37808,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,164.67,USD,In Stock,8,GEN-93169,Y,Carrier free recombinant human IL-2
CytoNova,CN-41634,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,454.02,USD,In Stock,12,GEN-77423,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-63326,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,519.38,USD,In Stock,5,GEN-46688,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-54045,HeLa Cell Lysate,,,Human,WB,,,100,ug,139.51,USD,Discontinued,0,GEN-15840,Y,Whole cell lysate from HeLa line
BioAxis,BA-11792,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,416.18,USD,In Stock,6,GEN-76460,Y,PE conjugated variant for human samples
ImmunoPeak,IP-67752,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,349.97,USD,In Stock,4,GEN-74716,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-53081,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,207.80,USD,In Stock,3,GEN-11337,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-24766,HeLa Cell Lysate,,,Human,WB,,,100,ug,136.42,USD,Discontinued,0,GEN-65139,Y,Whole cell lysate from HeLa line
CytoNova,CN-73826,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,137.07,USD,In Stock,8,GEN-99078,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-14189,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,327.74,USD,Low Stock,9,GEN-43854,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-86299,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,168.03,USD,In Stock,5,GEN-87879,Y,Colorimetric protein quantification kit
LabVeritas,LV-37585,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,175.94,USD,In Stock,5,GEN-12758,Y,Colorimetric protein quantification kit
BioAxis,GEN-73127,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1634.61,USD,In Stock,7,GEN-97703,Y,"Same clone, larger pack size"
CytoNova,CN-28682,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,535.79,USD,In Stock,12,GEN-18211,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-95475,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,585.98,USD,Backorder,21,GEN-90733,N,Diagnostic use labeling under evaluation
LabVeritas,LV-33806,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,153.48,USD,In Stock,5,GEN-64936,Y,Colorimetric protein quantification kit
LabVeritas,LV-47632,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,246.92,USD,In Stock,3,GEN-29377,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-96829,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,456.16,USD,Backorder,21,GEN-62394,N,Diagnostic use labeling under evaluation
CytoNova,CN-73023,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,487.66,USD,In Stock,12,GEN-41439,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-51336,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,531.51,USD,Backorder,21,GEN-59826,N,Diagnostic use labeling under evaluation
CytoNova,CN-69515,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,125.79,USD,In Stock,8,GEN-78405,Y,Carrier free recombinant human IL-2
CytoNova,CN-89312,HeLa Cell Lysate,,,Human,WB,,,100,ug,131.85,USD,Discontinued,0,GEN-89378,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-20096,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,303.26,USD,Low Stock,9,GEN-50634,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-31406,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,249.28,USD,Low Stock,9,GEN-57714,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-21306,HeLa Cell Lysate,,,Human,WB,,,100,ug,108.54,USD,Discontinued,0,GEN-73558,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-64532,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,241.88,USD,Low Stock,9,GEN-14710,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-16780,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,799.88,USD,In Stock,2,GEN-14392,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-71661,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,330.96,USD,Low Stock,9,GEN-15676,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-64056,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,500.29,USD,In Stock,5,GEN-35435,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-60683,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,607.87,USD,In Stock,2,GEN-85332,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-50748,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,630.12,USD,Backorder,21,GEN-35668,N,Diagnostic use labeling under evaluation
