search_date,country,raw_query,clicked_product_id,clicked_supplier_sku,search_result_count,zero_result_flag,session_id,customer_segment
2026-02-06,DE,human pbmc cryopreserved,EB-81038,BA-86725,4,0,GEN-23855,Academic
2026-02-03,DE,anti cd20 human flow,EB-79501,GEN-93192,3,0,GEN-58520,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-99178,NB-38587,1,0,GEN-83119,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-40677,BA-28249,4,0,GEN-74600,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-70968,NB-69567,1,0,GEN-39031,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-19770,BA-29936,4,0,GEN-43563,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-47588,BA-24175,4,0,GEN-10966,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-22613,BA-69451,4,0,GEN-62155,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-16952,EL-16571,2,0,GEN-71005,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-69119,EL-79614,2,0,GEN-59506,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-27088,EL-28544,2,0,GEN-74852,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-67973,NB-64416,1,0,GEN-88907,Biopharma
2026-02-05,DE,hela lysate wb control,EB-13735,EL-92900,1,0,GEN-50857,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-13876,NB-49039,1,0,GEN-77026,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-52300,GEN-86380,3,0,GEN-34443,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-71245,BA-81849,4,0,GEN-59433,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-47981,NB-49808,1,0,GEN-24018,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-44418,NB-20679,1,0,GEN-40187,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-55384,BA-31384,4,0,GEN-97440,Academic
2026-02-05,DE,hela lysate wb control,EB-30520,EL-82639,1,0,GEN-26010,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-93271,BA-99465,4,0,GEN-82018,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-91877,EL-82210,2,0,GEN-76157,Hospital
2026-02-03,DE,anti cd20 human flow,EB-48395,GEN-28101,3,0,GEN-40110,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-29979,NB-81237,1,0,GEN-20775,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-79415,NB-45561,1,0,GEN-96477,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-46274,GEN-45519,3,0,GEN-93325,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-50037,NB-90354,1,0,GEN-19632,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-72775,BA-26003,4,0,GEN-85717,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-17512,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-42049,NB-66648,1,0,GEN-46182,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-88653,EL-81473,2,0,GEN-44250,Hospital
2026-02-03,DE,anti cd20 human flow,EB-51169,GEN-47945,3,0,GEN-72706,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-86362,NB-84453,1,0,GEN-68359,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-86826,CN-56348,2,0,GEN-27189,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-15202,BA-97364,4,0,GEN-96788,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-48161,CN-36671,2,0,GEN-34678,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-43222,NB-82176,1,0,GEN-80084,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-86741,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-57356,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-69589,CN-27437,2,0,GEN-17717,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-52776,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-93730,NB-85438,1,0,GEN-90997,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-37999,EL-70962,2,0,GEN-65520,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-66415,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-33502,CN-70193,2,0,GEN-40601,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-52722,BA-84367,4,0,GEN-17379,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-10577,NB-15168,1,0,GEN-35922,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-11602,GEN-99321,3,0,GEN-42247,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-12675,NB-34514,1,0,GEN-75046,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-86585,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-66477,LV-76676,5,0,GEN-80086,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-15524,CN-72105,2,0,GEN-17105,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-54971,NB-86961,1,0,GEN-32601,Biopharma
2026-02-05,DE,hela lysate wb control,EB-41050,EL-30426,1,0,GEN-56365,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-49200,NB-98525,1,0,GEN-30188,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-68023,NB-30235,1,0,GEN-93956,Academic
2026-02-03,DE,anti cd20 human flow,EB-10602,GEN-88592,3,0,GEN-41027,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-34954,CN-62998,2,0,GEN-57405,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-16818,Academic
2026-02-05,DE,hela lysate wb control,EB-55350,EL-49977,1,0,GEN-55155,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-62337,NB-67866,1,0,GEN-94018,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-50404,NB-13396,1,0,GEN-80341,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-54501,NB-27879,1,0,GEN-17890,Biopharma
2026-02-05,DE,hela lysate wb control,EB-99398,EL-97267,1,0,GEN-35649,Biopharma
2026-02-05,DE,hela lysate wb control,EB-65109,EL-41508,1,0,GEN-37214,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-42065,CN-95128,2,0,GEN-80746,Hospital
2026-02-05,DE,hela lysate wb control,EB-60208,EL-51112,1,0,GEN-93645,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-81481,NB-67298,1,0,GEN-19977,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-76290,NB-63902,1,0,GEN-11095,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-53643,NB-68475,1,0,GEN-40583,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-25526,GEN-73558,3,0,GEN-50477,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-53471,Academic
2026-02-03,DE,anti cd20 human flow,EB-72424,GEN-58358,3,0,GEN-92752,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-21153,NB-88845,1,0,GEN-22405,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-44875,BA-14768,4,0,GEN-39298,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-96463,EL-77280,2,0,GEN-21646,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-88064,EL-23643,2,0,GEN-71163,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-92245,EL-17751,2,0,GEN-22702,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-54605,LV-80956,5,0,GEN-59668,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-32994,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-25338,NB-52077,1,0,GEN-18522,Academic
2026-02-05,DE,hela lysate wb control,EB-90603,EL-91561,1,0,GEN-68159,Biopharma
2026-02-05,DE,hela lysate wb control,EB-68556,EL-71595,1,0,GEN-57176,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-71631,NB-34221,1,0,GEN-76117,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-15897,EL-34439,2,0,GEN-67718,Hospital
2026-02-05,DE,hela lysate wb control,EB-76565,EL-84834,1,0,GEN-94109,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-12691,GEN-90707,3,0,GEN-60114,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-96241,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-36802,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-60865,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-69188,NB-93003,1,0,GEN-21450,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-87148,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-50217,BA-85441,4,0,GEN-74235,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-48275,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-77127,LV-53978,5,0,GEN-65571,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-16808,EL-22075,2,0,GEN-42437,Hospital
2026-02-03,DE,anti cd20 human flow,EB-78366,GEN-62343,3,0,GEN-55192,Academic
2026-02-05,DE,hela lysate wb control,EB-42262,EL-38078,1,0,GEN-41987,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-39451,BA-68061,4,0,GEN-84785,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-86646,BA-15576,4,0,GEN-17399,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-73630,BA-49548,4,0,GEN-68906,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-82688,EL-34290,2,0,GEN-82887,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-95136,NB-28848,1,0,GEN-29392,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-58264,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-72213,EL-85207,2,0,GEN-15724,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-94837,NB-71066,1,0,GEN-12416,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-88677,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-19454,Academic
2026-02-03,DE,anti cd20 human flow,EB-52309,GEN-54190,3,0,GEN-78052,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-65180,CN-80938,2,0,GEN-83370,Hospital
2026-02-03,DE,anti cd20 human flow,EB-88427,GEN-84931,3,0,GEN-71775,Academic
2026-02-05,DE,hela lysate wb control,EB-31867,EL-16325,1,0,GEN-64706,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-90943,CN-79486,2,0,GEN-57998,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-87380,NB-91104,1,0,GEN-91340,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-45146,LV-46708,5,0,GEN-96278,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-15010,CN-24145,2,0,GEN-41960,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-87082,LV-91416,5,0,GEN-67236,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-40833,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-56561,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-62874,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-18618,NB-21418,1,0,GEN-34966,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-33225,NB-39388,1,0,GEN-59491,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-20959,BA-39904,4,0,GEN-24866,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-88486,LV-27069,5,0,GEN-47616,Biopharma
2026-02-05,DE,hela lysate wb control,EB-81794,EL-10817,1,0,GEN-52248,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-49439,LV-97593,5,0,GEN-57140,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-87841,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-72559,NB-62911,1,0,GEN-78596,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-24391,CN-70879,2,0,GEN-59239,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-29388,NB-33180,1,0,GEN-61038,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-18114,CN-61082,2,0,GEN-64560,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-46350,CN-42044,2,0,GEN-42842,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-30369,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-98682,CN-93471,2,0,GEN-60970,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-75150,CN-16082,2,0,GEN-84132,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-94897,EL-66341,2,0,GEN-70201,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-69385,BA-16310,4,0,GEN-90186,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-12335,NB-38598,1,0,GEN-12217,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-66481,Academic
2026-02-03,DE,anti cd20 human flow,EB-14719,GEN-20431,3,0,GEN-60975,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-74979,NB-18855,1,0,GEN-43316,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-11991,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-66740,CN-99887,2,0,GEN-80154,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-61752,EL-10907,2,0,GEN-27655,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-14989,NB-27973,1,0,GEN-67346,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-39885,NB-38145,1,0,GEN-93911,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-49701,CN-83137,2,0,GEN-12676,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-18504,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-74042,GEN-72891,3,0,GEN-46619,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-98600,BA-44989,4,0,GEN-17471,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-17300,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-84883,BA-53867,4,0,GEN-76319,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-45975,EL-94659,2,0,GEN-28997,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-54242,LV-26318,5,0,GEN-16560,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-49984,CN-51639,2,0,GEN-14269,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-71996,NB-65854,1,0,GEN-78731,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-12440,LV-59180,5,0,GEN-13914,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-48185,NB-32840,1,0,GEN-76387,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-82148,BA-81793,4,0,GEN-13640,Academic
2026-02-05,DE,hela lysate wb control,EB-98435,EL-74334,1,0,GEN-69348,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-34122,EL-69263,2,0,GEN-68320,Hospital
2026-02-03,DE,anti cd20 human flow,EB-20053,GEN-45728,3,0,GEN-43401,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-33039,LV-26039,5,0,GEN-36639,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-56073,EL-17997,2,0,GEN-22376,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-68916,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-61148,NB-44021,1,0,GEN-92964,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-33188,NB-55162,1,0,GEN-67037,Academic
2026-02-05,DE,hela lysate wb control,EB-54597,EL-29113,1,0,GEN-99516,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-54005,BA-36496,4,0,GEN-33579,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-51002,BA-86439,4,0,GEN-63239,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-96890,LV-14309,5,0,GEN-89510,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-98949,EL-39962,2,0,GEN-15136,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-87518,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-44899,BA-44868,4,0,GEN-42596,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-21830,NB-66883,1,0,GEN-99867,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-15958,NB-14851,1,0,GEN-80888,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-54434,CN-87355,2,0,GEN-52634,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-17186,EL-55551,2,0,GEN-33389,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-26959,EL-89158,2,0,GEN-13931,Hospital
2026-02-03,DE,anti cd20 human flow,EB-62523,GEN-14720,3,0,GEN-65322,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-65154,LV-39404,5,0,GEN-82910,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-59472,LV-53164,5,0,GEN-58623,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-79375,CN-18396,2,0,GEN-69148,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-33230,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-41587,GEN-23592,3,0,GEN-87194,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-87022,BA-88847,4,0,GEN-86740,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-99945,Academic
2026-02-03,DE,anti cd20 human flow,EB-72504,GEN-18889,3,0,GEN-38730,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-25112,NB-23436,1,0,GEN-59561,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-28418,BA-66886,4,0,GEN-77456,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-34957,EL-45665,2,0,GEN-80411,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-91457,LV-97167,5,0,GEN-14332,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-63743,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-14741,NB-33392,1,0,GEN-67387,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-99842,Academic
2026-02-05,DE,hela lysate wb control,EB-73181,EL-90886,1,0,GEN-22745,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-39858,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-66979,BA-92472,4,0,GEN-50839,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-63951,EL-15382,2,0,GEN-18252,Hospital
2026-02-03,DE,anti cd20 human flow,EB-85911,GEN-93270,3,0,GEN-81524,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-58553,CN-94831,2,0,GEN-33872,Hospital
2026-02-05,DE,hela lysate wb control,EB-45737,EL-42235,1,0,GEN-27137,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-82860,EL-59234,2,0,GEN-41182,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-93287,NB-87548,1,0,GEN-51764,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-16258,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-41245,BA-51272,4,0,GEN-60251,Academic
2026-02-03,DE,anti cd20 human flow,EB-37717,GEN-34930,3,0,GEN-72996,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-68805,NB-97270,1,0,GEN-45097,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-53589,BA-43945,4,0,GEN-45339,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-85252,BA-85145,4,0,GEN-13918,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-76705,EL-67154,2,0,GEN-88132,Hospital
2026-02-05,DE,hela lysate wb control,EB-46608,EL-33053,1,0,GEN-98852,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-67996,EL-84223,2,0,GEN-81082,Hospital
2026-02-05,DE,hela lysate wb control,EB-81975,EL-32402,1,0,GEN-55521,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-87600,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-55499,LV-77457,5,0,GEN-15785,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-74722,BA-93657,4,0,GEN-12321,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-10650,BA-85852,4,0,GEN-11630,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-12907,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-51043,BA-60402,4,0,GEN-14295,Academic
2026-02-03,DE,anti cd20 human flow,EB-78417,GEN-96255,3,0,GEN-84489,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-69420,EL-79683,2,0,GEN-69194,Hospital
2026-02-05,DE,hela lysate wb control,EB-16084,EL-50084,1,0,GEN-59093,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-74736,NB-93908,1,0,GEN-85842,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-66207,EL-59187,2,0,GEN-57012,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-75711,CN-82177,2,0,GEN-30929,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-97725,BA-93622,4,0,GEN-80284,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-26630,BA-70751,4,0,GEN-87150,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-32788,Biopharma
2026-02-05,DE,hela lysate wb control,EB-43563,EL-32722,1,0,GEN-31231,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-60156,CN-78683,2,0,GEN-14166,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-64696,EL-67059,2,0,GEN-56975,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-87065,LV-52380,5,0,GEN-25194,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-70535,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-16584,CN-86798,2,0,GEN-49722,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-44210,LV-15780,5,0,GEN-21988,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-28092,EL-79369,2,0,GEN-63216,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-49697,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-87577,BA-35716,4,0,GEN-86791,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-82077,CN-64578,2,0,GEN-25352,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-95583,LV-15640,5,0,GEN-24246,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-49467,GEN-25814,3,0,GEN-72598,Academic
2026-02-05,DE,hela lysate wb control,EB-81613,EL-90390,1,0,GEN-14415,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-52409,NB-20510,1,0,GEN-24533,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-96799,NB-91758,1,0,GEN-86671,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-86929,EL-62894,2,0,GEN-42658,Hospital
2026-02-03,DE,anti cd20 human flow,EB-34350,GEN-67270,3,0,GEN-63051,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-13501,CN-30702,2,0,GEN-93167,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-62511,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-41585,LV-96659,5,0,GEN-72088,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-38521,GEN-43616,3,0,GEN-50498,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-48965,CN-25410,2,0,GEN-43315,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-39346,CN-99215,2,0,GEN-57382,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-57375,BA-48712,4,0,GEN-33679,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-59701,EL-63140,2,0,GEN-64103,Hospital
2026-02-05,DE,hela lysate wb control,EB-36414,EL-94853,1,0,GEN-60094,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-96091,NB-66695,1,0,GEN-78028,Academic
2026-02-03,DE,anti cd20 human flow,EB-78166,GEN-74184,3,0,GEN-59551,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-11577,CN-85152,2,0,GEN-73227,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-99529,EL-70499,2,0,GEN-62988,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-24100,CN-42154,2,0,GEN-42020,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-85895,LV-68150,5,0,GEN-78768,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-73435,NB-95021,1,0,GEN-13753,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-10168,NB-44951,1,0,GEN-42055,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-95703,EL-17612,2,0,GEN-45475,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-45394,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-32902,CN-60482,2,0,GEN-21056,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-34302,BA-61564,4,0,GEN-49937,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-68376,BA-24758,4,0,GEN-55704,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-23311,CN-19976,2,0,GEN-26461,Hospital
2026-02-05,DE,hela lysate wb control,EB-56682,EL-84961,1,0,GEN-83738,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-80046,LV-41006,5,0,GEN-17662,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-95805,EL-45471,2,0,GEN-48723,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-59342,NB-87798,1,0,GEN-13181,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-12349,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-66141,LV-66710,5,0,GEN-31503,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-18644,CN-56658,2,0,GEN-55721,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-34208,BA-16074,4,0,GEN-93693,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-21420,BA-69934,4,0,GEN-84684,Academic
2026-02-05,DE,hela lysate wb control,EB-77244,EL-96160,1,0,GEN-46137,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-72932,NB-17365,1,0,GEN-91036,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-94445,Academic
2026-02-03,DE,anti cd20 human flow,EB-46614,GEN-99552,3,0,GEN-26641,Academic
