supplier_name,supplier_sku,internal_product_id,country,price_local,currency,inventory_status,lead_time_days,min_order_qty,last_feed_timestamp,discontinued_flag
LabVeritas,LV-93312,EB-75681,DE,205.67,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioAxis,BA-98691,EB-18139,DE,416.00,EUR,In Stock,5,1,2026-02-01T05:00:00,N
NordAssay,NA-42386,EB-42158,DE,567.76,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
LabVeritas,LV-52460,EB-12453,DE,221.00,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-55452,EB-85504,US,576.68,USD,In Stock,12,1,2026-02-02T05:00:00,N
LabVeritas,LV-12962,EB-17552,DE,224.10,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioAxis,BA-12659,EB-15508,DE,455.91,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-28486,EB-61156,DE,340.79,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
ImmunoPeak,IP-92457,EB-35868,DE,364.18,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-71770,EB-74230,US,485.30,USD,In Stock,6,1,2026-02-01T05:00:00,N
LabVeritas,LV-28032,EB-84835,DE,234.74,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordAssay,NA-59402,EB-93078,DE,481.28,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
LabVeritas,LV-16963,EB-76411,DE,199.38,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordAssay,NA-65191,EB-80835,DE,581.28,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordBio Sweden,NB-62804,EB-48366,SE,407.06,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-85081,EB-42051,DE,124.37,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioGnostics,BG-32453,EB-66772,DE,189.72,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-80156,EB-57750,US,441.32,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-69201,EB-47953,DE,406.61,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-43635,EB-29827,US,570.22,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-92688,EB-64417,DE,331.52,EUR,In Stock,5,1,2026-02-01T05:00:00,N
NordAssay,NA-57794,EB-78652,DE,498.49,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-63272,EB-55926,DE,383.44,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-51732,EB-65952,DE,325.02,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioAxis,BA-67002,EB-16401,DE,334.38,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-85548,EB-63036,US,507.67,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-10528,EB-26907,US,558.29,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioAxis,BA-32764,EB-66850,DE,431.24,EUR,In Stock,5,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-56729,EB-58849,DE,352.18,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-83837,EB-51973,US,580.20,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-99940,EB-84430,US,595.43,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-30489,EB-70880,SE,470.63,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-72056,EB-20589,DE,345.03,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-89479,EB-29593,US,598.68,USD,In Stock,12,1,2026-02-02T05:00:00,N
EuroLab,EL-94932,EB-34401,DE,441.50,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordAssay,NA-36743,EB-36450,DE,520.26,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-82540,EB-49381,DE,371.18,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-17474,EB-39250,DE,467.91,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioAxis,BA-84762,EB-64261,DE,462.88,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-91133,EB-97685,US,482.49,USD,Backorder,21,1,2026-02-02T05:00:00,N
LabVeritas,LV-50187,EB-59286,DE,219.95,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-40613,EB-93033,DE,198.89,EUR,In Stock,3,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-26119,EB-84908,DE,366.38,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-17309,EB-76709,DE,360.07,EUR,In Stock,5,1,2026-02-01T05:00:00,N
NordBio Sweden,NB-41913,EB-15348,SE,445.11,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-16230,EB-35416,DE,136.15,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-89877,EB-32710,US,492.07,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-19067,EB-98133,DE,96.73,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-65967,EB-45533,US,628.25,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioAxis,BA-60175,EB-44178,US,546.87,USD,In Stock,6,1,2026-02-01T05:00:00,N
BioGnostics,BG-85687,EB-57774,DE,162.87,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-53857,EB-56267,US,514.96,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioGnostics,BG-99144,EB-23785,DE,189.64,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordBio Sweden,NB-19758,EB-37607,SE,418.18,SEK,Available,4,1,2026-02-02T04:00:00,N
NordAssay,NA-16288,EB-58596,DE,621.31,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-27484,EB-32180,DE,438.41,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-79527,EB-92619,DE,140.28,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
EuroLab,EL-62197,EB-20246,DE,381.01,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-12372,EB-93384,DE,357.25,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-20158,EB-77140,DE,388.38,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-94492,EB-50407,DE,380.18,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
ImmunoPeak,IP-22611,EB-88931,DE,282.85,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioGnostics,BG-41801,EB-46536,DE,189.65,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordBio Sweden,NB-58677,EB-22692,SE,420.22,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-68978,EB-14215,US,501.22,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-63324,EB-93027,US,467.19,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioAxis,BA-65035,EB-18430,DE,432.49,EUR,In Stock,5,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-83351,EB-70483,DE,300.19,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-42001,EB-35755,DE,385.72,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-26504,EB-92821,US,472.34,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-23918,EB-86470,SE,390.19,SEK,Available,4,1,2026-02-02T04:00:00,N
BioAxis,BA-94767,EB-19078,DE,349.99,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-96412,EB-20113,US,600.74,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-21847,EB-59346,DE,109.67,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
ImmunoPeak,IP-46309,EB-45208,DE,338.13,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-76523,EB-27713,US,389.05,USD,In Stock,6,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-32772,EB-42955,DE,323.83,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-39704,EB-53889,US,527.87,USD,In Stock,6,1,2026-02-01T05:00:00,N
NordAssay,NA-92482,EB-44477,DE,602.83,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-80727,EB-56594,DE,111.76,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
NordBio Sweden,NB-87189,EB-34024,SE,329.38,SEK,Available,4,1,2026-02-02T04:00:00,N
ImmunoPeak,IP-88516,EB-28289,DE,291.46,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-29906,EB-10412,DE,134.57,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
NordAssay,NA-49572,EB-92737,DE,572.17,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioGnostics,BG-59214,EB-90774,DE,174.07,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioGnostics,BG-64514,EB-77291,DE,167.82,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
ImmunoPeak,IP-63610,EB-54607,DE,353.44,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-76561,EB-46324,DE,479.94,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
ImmunoPeak,IP-14201,EB-24214,DE,320.52,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-79427,EB-94784,US,623.53,USD,In Stock,12,1,2026-02-02T05:00:00,N
LabVeritas,LV-75448,EB-14429,DE,168.95,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-12569,EB-45438,DE,174.66,EUR,In Stock,3,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-48349,EB-67442,DE,293.18,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-91760,EB-80287,DE,125.94,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
ImmunoPeak,IP-94384,EB-22797,DE,283.20,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioGnostics,BG-14725,EB-14082,DE,183.63,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-47184,EB-29359,DE,345.55,EUR,In Stock,5,1,2026-02-01T05:00:00,N
LabVeritas,LV-18853,EB-25232,DE,215.37,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-74344,EB-96023,US,542.73,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioGnostics,BG-83217,EB-31694,DE,165.20,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-40328,EB-22241,DE,326.30,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-96837,EB-95112,DE,321.15,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-75416,EB-24414,DE,475.31,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-57912,EB-51209,DE,455.98,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-24869,EB-24275,DE,325.13,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-14832,EB-76118,DE,313.53,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-62252,EB-87676,US,486.34,USD,In Stock,6,1,2026-02-01T05:00:00,N
BioAxis,BA-27877,EB-72131,DE,457.74,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-35210,EB-18785,DE,328.10,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-81876,EB-35830,DE,383.32,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-97177,EB-81219,DE,376.94,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-42306,EB-48540,DE,120.23,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-25728,EB-29432,US,648.62,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioAxis,BA-23534,EB-76549,US,506.27,USD,In Stock,6,1,2026-02-01T05:00:00,N
BioGnostics,BG-57295,EB-42220,DE,202.41,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-19394,EB-97942,DE,340.22,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-44203,EB-86054,DE,142.45,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-86079,EB-90833,US,506.04,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-39274,EB-57502,DE,378.06,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-20545,EB-25333,DE,115.73,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
EuroLab,EL-18597,EB-62945,DE,444.66,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordBio Sweden,NB-36470,EB-43355,SE,356.08,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-23218,EB-40790,DE,95.61,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-29540,EB-68603,US,491.26,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-36947,EB-21538,DE,493.68,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-54076,EB-98752,US,558.38,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-17813,EB-80048,US,582.91,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioAxis,BA-70584,EB-39335,US,412.76,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-20226,EB-78179,DE,364.34,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-94378,EB-13405,DE,414.89,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioGnostics,BG-79214,EB-32317,DE,228.03,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordBio Sweden,NB-87917,EB-90201,SE,376.24,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-88784,EB-16345,US,632.39,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-23467,EB-63865,DE,463.22,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-67711,EB-17603,DE,321.67,EUR,In Stock,5,1,2026-02-01T05:00:00,N
LabVeritas,LV-14886,EB-67152,DE,196.18,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-61765,EB-82200,US,610.49,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioGnostics,BG-63993,EB-15653,DE,216.76,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
LabVeritas,LV-40140,EB-78567,DE,245.32,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-58679,EB-44033,DE,206.35,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-34283,EB-88551,US,481.95,USD,In Stock,12,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-42710,EB-26561,DE,271.36,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-55514,EB-35487,DE,370.15,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-36110,EB-24512,DE,142.11,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-57747,EB-74280,US,452.69,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordAssay,NA-12473,EB-91262,DE,471.73,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-43879,EB-15131,DE,368.04,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordAssay,NA-45170,EB-54166,DE,611.69,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-58748,EB-33083,DE,477.30,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordBio Sweden,NB-26111,EB-56956,SE,461.68,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-31391,EB-46953,DE,435.61,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-39501,EB-71721,DE,392.86,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioGnostics,BG-65892,EB-77789,DE,230.32,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
LabVeritas,LV-19268,EB-96012,DE,239.91,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-29366,EB-84309,DE,239.06,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioGnostics,BG-32951,EB-94098,DE,226.27,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-58657,EB-29307,DE,335.29,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-58798,EB-74534,DE,323.09,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-43466,EB-57446,US,540.93,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-24167,EB-29490,DE,596.59,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-80136,EB-24086,US,574.22,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-31910,EB-20607,DE,386.53,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-64025,EB-27177,DE,423.73,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-29270,EB-95068,DE,104.09,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-29887,EB-26693,US,390.40,USD,In Stock,6,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-57007,EB-45879,DE,382.79,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-91171,EB-22519,DE,378.01,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordBio Sweden,NB-33894,EB-87384,SE,453.16,SEK,Available,4,1,2026-02-02T04:00:00,N
BioAxis,BA-83709,EB-64354,US,427.46,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-62361,EB-46907,DE,107.71,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-40160,EB-42936,US,523.88,USD,In Stock,12,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-99129,EB-29370,DE,302.57,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-81764,EB-49304,DE,324.13,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioGnostics,BG-62810,EB-70620,DE,227.52,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-28929,EB-96490,DE,477.19,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-19153,EB-23456,DE,390.79,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-59777,EB-91327,US,398.62,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-69300,EB-12807,US,602.99,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioGnostics,BG-41693,EB-27575,DE,191.67,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-16685,EB-79534,US,528.71,USD,In Stock,12,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-80010,EB-26634,DE,277.49,EUR,In Stock,4,1,2026-02-03T05:00:00,N
NordBio Sweden,NB-89426,EB-43908,SE,427.94,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-39071,EB-32909,DE,428.21,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
LabVeritas,LV-61010,EB-16300,DE,243.19,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-35049,EB-73182,DE,215.92,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioGnostics,BG-57226,EB-83519,DE,183.05,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-17483,EB-14299,DE,390.45,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
LabVeritas,LV-52911,EB-30618,DE,216.55,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioAxis,BA-86695,EB-80362,US,512.10,USD,In Stock,6,1,2026-02-01T05:00:00,N
LabVeritas,LV-50084,EB-11234,DE,220.96,EUR,In Stock,3,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-40078,EB-42619,DE,343.54,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-18337,EB-53421,DE,346.93,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-40220,EB-36640,US,431.55,USD,In Stock,12,1,2026-02-02T05:00:00,N
EuroLab,EL-33092,EB-75451,DE,416.81,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-20045,EB-72055,DE,371.61,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-91376,EB-93044,DE,444.54,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioAxis,BA-10945,EB-53096,US,392.82,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-78733,EB-63146,DE,449.49,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioGnostics,BG-58170,EB-70427,DE,212.12,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-58576,EB-41131,US,480.79,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-53791,EB-62738,US,576.69,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-26947,EB-59145,SE,349.41,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-88895,EB-22080,DE,108.80,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
NordBio Sweden,NB-13047,EB-49144,SE,443.77,SEK,Available,4,1,2026-02-02T04:00:00,N
NordBio Sweden,NB-68568,EB-18871,SE,358.15,SEK,Available,4,1,2026-02-02T04:00:00,N
BioAxis,BA-69461,EB-64359,DE,313.71,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioGnostics,BG-28923,EB-82532,DE,219.87,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
LabVeritas,LV-84203,EB-42806,DE,235.01,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-20792,EB-41258,US,464.50,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioGnostics,BG-44060,EB-83610,DE,219.08,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordAssay,NA-71291,EB-44873,DE,429.82,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordBio Sweden,NB-50463,EB-61796,SE,414.73,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-56820,EB-13270,US,438.69,USD,In Stock,12,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-96564,EB-73682,DE,280.08,EUR,In Stock,4,1,2026-02-03T05:00:00,N
NordBio Sweden,NB-72335,EB-12867,SE,352.43,SEK,Available,4,1,2026-02-02T04:00:00,N
ImmunoPeak,IP-29315,EB-65434,DE,307.74,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-27185,EB-72221,DE,421.96,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-87135,EB-11598,US,521.50,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-70622,EB-30015,DE,428.23,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-34327,EB-52049,DE,316.43,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-78667,EB-26133,DE,343.14,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-70846,EB-57856,DE,403.95,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-86985,EB-83062,DE,435.22,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordBio Sweden,NB-90341,EB-97366,SE,344.54,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-90317,EB-91771,US,544.10,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-12089,EB-11743,US,567.75,USD,In Stock,12,1,2026-02-02T05:00:00,N
LabVeritas,LV-42931,EB-52759,DE,184.23,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-53813,EB-44191,US,446.73,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-77675,EB-90358,DE,373.38,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-48408,EB-26402,US,514.41,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-93989,EB-51473,DE,424.30,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-79586,EB-16236,US,502.97,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordAssay,NA-79293,EB-35980,DE,559.03,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
ImmunoPeak,IP-64468,EB-91244,DE,373.91,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioGnostics,BG-10418,EB-37409,DE,210.09,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-81326,EB-24624,US,538.19,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordAssay,NA-43766,EB-93799,DE,473.53,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordBio Sweden,NB-85562,EB-16143,SE,343.77,SEK,Available,4,1,2026-02-02T04:00:00,N
BioGnostics,BG-66207,EB-70331,DE,215.84,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-85990,EB-55619,US,480.98,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-36494,EB-81906,DE,476.40,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-72196,EB-72425,DE,106.67,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-83864,EB-73010,US,484.18,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-81208,EB-16192,US,539.14,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-48787,EB-36609,DE,595.02,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-81335,EB-88931,DE,349.27,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-85739,EB-27506,US,522.59,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-70501,EB-44400,SE,343.94,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-64941,EB-81974,DE,448.10,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-97541,EB-75149,DE,365.97,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-50456,EB-26902,DE,356.99,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-84821,EB-23903,DE,440.57,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-32982,EB-39732,DE,332.03,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-74698,EB-59002,DE,459.39,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-54229,EB-16153,DE,420.01,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-20475,EB-84143,DE,111.31,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-58886,EB-45310,DE,117.41,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-93162,EB-18764,DE,126.19,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioGnostics,BG-69101,EB-93930,DE,214.89,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
